"method","animal","dims","resolution","cluster","cell_count","silhouette_score","is_small_cluster","average_silhouette_score"
"LogNormalize","merged",20,0.25,14,305,-0.0683946040764991,FALSE,0.179028294201505
"LogNormalize","merged",20,0.3,0,5476,NA,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,1,5203,0.196679318763522,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,2,5003,0.0833715580880421,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,3,4843,0.225435276227671,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,4,3678,0.282887382645649,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,5,3151,0.228144739823019,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,6,1934,0.181761294011771,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,7,1606,0.158639139006894,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,8,1548,0.233516432520532,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,9,1421,0.229139288009111,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,10,1098,0.170958531519068,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,11,1042,0.252569826209882,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,12,626,-0.131619656871285,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,13,602,0.166400120586887,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,14,380,0.386673018272709,FALSE,0.190738593749361
"LogNormalize","merged",20,0.3,15,305,-0.0867698773549538,FALSE,0.190738593749361
"LogNormalize","merged",20,0.5,0,5319,NA,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,1,4592,0.16830045552592,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,2,3988,0.252381654326867,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,3,3848,0.150302938558909,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,4,3716,0.321994374006849,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,5,2835,0.180521483132233,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,6,1942,0.08407234633911,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,7,1594,0.1292491786349,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,8,1591,0.209456605711204,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,9,1403,0.204758930874793,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,10,1206,0.165471049764491,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,11,1084,-0.00362343027203394,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,12,1061,-0.149439677622292,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,13,1009,0.290410899714882,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,14,714,0.138142349428686,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,15,630,0.125317202978474,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,16,446,0.345999377663216,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,17,385,0.120654559456837,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,18,305,-0.100131432544383,FALSE,0.175865264811389
"LogNormalize","merged",20,0.5,19,248,0.27066264962261,FALSE,0.175865264811389
"LogNormalize","merged",20,0.75,0,4829,NA,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,1,4143,0.205715550444646,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,2,3969,0.242321270248483,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,3,3811,0.134767987424293,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,4,3666,0.336112551776715,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,5,2838,0.184943375173886,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,6,1964,0.0837475550938297,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,7,1591,0.127036667743944,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,8,1583,0.210921473080984,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,9,1401,0.203607486486869,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,10,1213,0.165115481975126,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,11,1096,-0.00928236998941269,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,12,1039,-0.156539874241645,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,13,1031,0.298276504407929,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,14,913,0.132257511779096,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,15,715,0.0777641601403106,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,16,631,0.122878994888525,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,17,543,0.343695368471536,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,18,386,0.0912045961776289,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,19,249,-0.104868527952532,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,20,226,0.147232039115351,FALSE,0.175370895902729
"LogNormalize","merged",20,0.75,21,79,0.308277449562896,TRUE,0.175370895902729
"LogNormalize","merged",25,0.25,0,5397,NA,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,1,5262,0.157180476911506,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,2,5202,0.250077991657828,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,3,4617,0.0734392017605236,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,4,3593,0.260334417905453,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,5,3484,0.209624400732088,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,6,3120,-0.0323716188374211,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,7,1634,0.160306807106951,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,8,1584,0.207702493626753,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,9,1082,0.189952003675947,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,10,1068,-0.133878236811609,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,11,618,0.270489532810098,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,12,613,0.145525171008271,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,13,337,0.373636529944363,FALSE,0.159923329518767
"LogNormalize","merged",25,0.25,14,305,-0.0352827630102735,FALSE,0.159923329518767
"LogNormalize","merged",25,0.3,0,5414,NA,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,1,5188,0.156483151597954,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,2,4657,0.0736875537436578,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,3,4251,0.249639972014554,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,4,3601,0.313103197603902,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,5,3114,0.18641033908535,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,6,2042,0.15286131493504,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,7,1613,0.0700537785625708,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,8,1556,0.187771744699676,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,9,1400,0.199827398271752,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,10,1081,0.157734016387433,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,11,1044,-0.137242023409158,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,12,1014,0.296839279848142,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,13,699,0.143976615441656,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,14,603,0.117894895889037,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,15,334,0.363307223475306,FALSE,0.172182070560295
"LogNormalize","merged",25,0.3,16,305,-0.0344467787533933,FALSE,0.172182070560295
"LogNormalize","merged",25,0.5,0,4689,NA,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,1,4639,0.228189043729278,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,2,4229,0.19477926533768,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,3,4033,0.315127308536648,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,4,3590,0.111962796109574,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,5,2886,0.177882049639321,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,6,2047,0.0567056341023116,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,7,1636,0.0721982417322477,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,8,1559,0.185861360786925,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,9,1431,0.194296162557771,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,10,1178,0.143831687040096,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,11,1082,0.000419802781069289,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,12,1068,0.255060378366485,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,13,1017,-0.141080911267058,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,14,699,0.142864707205302,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,15,641,0.129092660138409,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,16,625,0.116798827027965,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,17,334,0.333989709799924,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,18,305,-0.0381932803709803,FALSE,0.165329016169888
"LogNormalize","merged",25,0.5,19,228,0.27179384035177,FALSE,0.165329016169888
"LogNormalize","merged",25,0.75,0,4640,NA,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,1,4389,0.194309857522391,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,2,4003,0.20987955709305,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,3,3826,0.112748952600145,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,4,3380,0.290147861769186,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,5,2747,0.181572049128789,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,6,2008,0.0882233259614678,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,7,1609,0.0998072647061517,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,8,1563,0.18157232568814,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,9,1402,0.187350012599823,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,10,1180,0.144457410855532,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,11,1088,-0.00314092807446055,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,12,1044,-0.146407682824602,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,13,1020,0.278334155028059,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,14,947,0.127174731845936,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,15,866,0.0828748002127504,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,16,625,-0.00802557343416134,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,17,516,0.322336293638516,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,18,337,0.104497158077991,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,19,234,-0.0455078769218465,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,20,226,0.127959734932631,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,21,187,0.302002269597608,FALSE,0.158040479827852
"LogNormalize","merged",25,0.75,22,79,0.371964179291077,TRUE,0.158040479827852
"LogNormalize","merged",30,0.25,0,5484,NA,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,1,5292,0.142929998368447,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,2,5269,0.229167702126581,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,3,4585,0.0606926487128182,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,4,3580,0.244423012690149,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,5,3491,0.181702754160805,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,6,3102,-0.033956593751545,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,7,1606,0.108339741135977,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,8,1569,0.197002041775943,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,9,1080,0.184626714370211,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,10,950,0.252047760492098,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,11,643,-0.112506816464178,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,12,623,0.123493701653934,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,13,336,0.344090550912704,FALSE,0.143279042450655
"LogNormalize","merged",30,0.25,14,306,-0.0308870370721359,FALSE,0.143279042450655
"LogNormalize","merged",30,0.3,0,5466,NA,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,1,5265,0.142188307436128,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,2,5232,0.224893520342975,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,3,4569,0.0618128888191479,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,4,3628,0.246226629437518,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,5,3102,0.174199930505626,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,6,2081,0.108203711162767,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,7,1574,0.0811330321801108,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,8,1570,0.201290220404177,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,9,1407,0.181641175836384,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,10,1084,0.141918131949294,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,11,1044,0.243542412141542,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,12,629,-0.132398144362644,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,13,623,0.132558948989109,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,14,336,0.323582337812167,FALSE,0.153509496997204
"LogNormalize","merged",30,0.3,15,306,-0.0320487206136581,FALSE,0.153509496997204
"LogNormalize","merged",30,0.5,0,4705,NA,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,1,4565,0.176172289945304,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,2,4244,0.222455485497843,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,3,4015,0.284707802509961,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,4,3690,0.0967868288485753,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,5,2963,0.144089446554626,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,6,1995,0.128900724821089,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,7,1609,0.0675843960984731,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,8,1593,0.174889475188276,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,9,1412,0.167065209784084,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,10,1174,0.133365675620353,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,11,1087,-0.00175278409454975,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,12,1069,0.239563312553836,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,13,1025,-0.144919862062115,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,14,786,0.128141845488446,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,15,736,-0.00215870175699158,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,16,605,0.105131693558776,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,17,337,0.343833647695903,FALSE,0.153048230145716
"LogNormalize","merged",30,0.5,18,306,-0.0386527239569677,FALSE,0.153048230145716
"LogNormalize","merged",30,0.75,0,4685,NA,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,1,4280,0.176996295822599,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,2,4008,0.204220573682089,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,3,3811,0.0968477957099673,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,4,3442,0.268233991004343,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,5,2742,0.150114476163251,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,6,2036,0.0450825875763278,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,7,1611,0.0900696385798476,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,8,1567,0.166879739204186,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,9,1391,0.173088408569912,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,10,1182,0.131135896417317,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,11,1091,-0.00490526927643058,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,12,1046,-0.148444968294364,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,13,1040,0.263626332682141,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,14,1031,0.0580804339316648,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,15,829,0.109918054551685,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,16,624,-0.00208516553689749,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,17,448,0.307955557665652,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,18,338,0.0978783976702581,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,19,308,-0.0428320627813858,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,20,215,0.221105831347495,FALSE,0.140347860052609
"LogNormalize","merged",30,0.75,21,191,0.113627208469149,FALSE,0.140347860052609
